user_id,username,display_name,follower_count,following_count
56318573,tw_56318573,Twitter 56318573,11,10
24244836,tw_24244836,Twitter 24244836,30,51
34270956,tw_34270956,Twitter 34270956,4,5
120599128,tw_20599128,Twitter 20599128,10,6
88851192,tw_88851192,Twitter 88851192,18,32
104635553,tw_04635553,Twitter 04635553,7,1
225096128,tw_25096128,Twitter 25096128,3,0
18700629,tw_18700629,Twitter 18700629,4,0
56768257,tw_56768257,Twitter 56768257,7,5
220880680,tw_20880680,Twitter 20880680,0,7
230094900,tw_30094900,Twitter 30094900,1,2
112521116,tw_12521116,Twitter 12521116,6,52
20771988,tw_20771988,Twitter 20771988,2,2
15775181,tw_15775181,Twitter 15775181,17,11
41351472,tw_41351472,Twitter 41351472,6,14
90720074,tw_90720074,Twitter 90720074,16,71
256554165,tw_56554165,Twitter 56554165,14,26
1047451,tw_1047451,Twitter 1047451,44,35
54779604,tw_54779604,Twitter 54779604,7,6
112593696,tw_12593696,Twitter 12593696,53,26
46710251,tw_46710251,Twitter 46710251,1,4
43366650,tw_43366650,Twitter 43366650,13,20
348223699,tw_48223699,Twitter 48223699,2,7
82980971,tw_82980971,Twitter 82980971,19,15
8956052,tw_8956052,Twitter 8956052,19,32
173557788,tw_73557788,Twitter 73557788,1,4
153972649,tw_53972649,Twitter 53972649,3,5
92679158,tw_92679158,Twitter 92679158,3,26
48436234,tw_48436234,Twitter 48436234,5,1
229425177,tw_29425177,Twitter 29425177,43,56
269478935,tw_69478935,Twitter 69478935,4,3
23954547,tw_23954547,Twitter 23954547,13,9
320463544,tw_20463544,Twitter 20463544,20,1
36224771,tw_36224771,Twitter 36224771,23,20
13176312,tw_13176312,Twitter 13176312,18,22
499839056,tw_99839056,Twitter 99839056,13,8
288315020,tw_88315020,Twitter 88315020,4,12
250831586,tw_50831586,Twitter 50831586,14,0
4700301,tw_4700301,Twitter 4700301,0,8
225675952,tw_25675952,Twitter 25675952,12,8
240253031,tw_40253031,Twitter 40253031,0,1
179644633,tw_79644633,Twitter 79644633,9,3
16271952,tw_16271952,Twitter 16271952,41,35
168760253,tw_68760253,Twitter 68760253,2,2
117394273,tw_17394273,Twitter 17394273,16,4
454423088,tw_54423088,Twitter 54423088,1,0
36803580,tw_36803580,Twitter 36803580,2,0
106061616,tw_06061616,Twitter 06061616,0,18
163937752,tw_63937752,Twitter 63937752,5,17
430268163,tw_30268163,Twitter 30268163,54,66
22638140,tw_22638140,Twitter 22638140,6,20
16589206,tw_16589206,Twitter 16589206,11,2
263352652,tw_63352652,Twitter 63352652,7,4
17495686,tw_17495686,Twitter 17495686,8,3
208221645,tw_08221645,Twitter 08221645,2,3
18819743,tw_18819743,Twitter 18819743,9,20
181723409,tw_81723409,Twitter 81723409,6,18
26235265,tw_26235265,Twitter 26235265,35,47
451905071,tw_51905071,Twitter 51905071,3,19
31548811,tw_31548811,Twitter 31548811,2,16
153474021,tw_53474021,Twitter 53474021,55,40
26691922,tw_26691922,Twitter 26691922,5,2
42579112,tw_42579112,Twitter 42579112,18,0
30663428,tw_30663428,Twitter 30663428,1,24
63273064,tw_63273064,Twitter 63273064,5,7
26985345,tw_26985345,Twitter 26985345,23,24
5511932,tw_5511932,Twitter 5511932,1,0
48251621,tw_48251621,Twitter 48251621,1,1
258681133,tw_58681133,Twitter 58681133,1,0
63787760,tw_63787760,Twitter 63787760,9,13
236143101,tw_36143101,Twitter 36143101,14,44
304774444,tw_04774444,Twitter 04774444,1,9
16877939,tw_16877939,Twitter 16877939,12,9
106708586,tw_06708586,Twitter 06708586,9,9
6127252,tw_6127252,Twitter 6127252,6,5
414248813,tw_14248813,Twitter 14248813,12,3
114043408,tw_14043408,Twitter 14043408,6,31
393712956,tw_93712956,Twitter 93712956,1,5
390455433,tw_90455433,Twitter 90455433,7,3
22643137,tw_22643137,Twitter 22643137,18,8
17850012,tw_17850012,Twitter 17850012,37,41
119405380,tw_19405380,Twitter 19405380,33,25
46073276,tw_46073276,Twitter 46073276,22,29
22191432,tw_22191432,Twitter 22191432,22,22
436829918,tw_36829918,Twitter 36829918,5,11
14288822,tw_14288822,Twitter 14288822,30,11
14400404,tw_14400404,Twitter 14400404,4,0
16421962,tw_16421962,Twitter 16421962,4,10
43849871,tw_43849871,Twitter 43849871,21,11
195188617,tw_95188617,Twitter 95188617,7,16
39524936,tw_39524936,Twitter 39524936,12,20
8944162,tw_8944162,Twitter 8944162,1,1
105189289,tw_05189289,Twitter 05189289,100,12
37444945,tw_37444945,Twitter 37444945,19,16
61336370,tw_61336370,Twitter 61336370,7,7
100318079,tw_00318079,Twitter 00318079,17,19
171145913,tw_71145913,Twitter 71145913,3,15
54581743,tw_54581743,Twitter 54581743,5,12
495274384,tw_95274384,Twitter 95274384,1,1
48751370,tw_48751370,Twitter 48751370,5,15
71502330,tw_71502330,Twitter 71502330,6,8
18370451,tw_18370451,Twitter 18370451,3,3
52216611,tw_52216611,Twitter 52216611,12,17
9389812,tw_9389812,Twitter 9389812,8,58
26978430,tw_26978430,Twitter 26978430,17,5
8312422,tw_8312422,Twitter 8312422,18,8
187366802,tw_87366802,Twitter 87366802,9,9
247200654,tw_47200654,Twitter 47200654,0,1
123949401,tw_23949401,Twitter 23949401,1,0
19014279,tw_19014279,Twitter 19014279,2,4
19766517,tw_19766517,Twitter 19766517,32,76
30855079,tw_30855079,Twitter 30855079,42,4
26053643,tw_26053643,Twitter 26053643,23,8
778551,tw_778551,Twitter 778551,1,0
108796416,tw_08796416,Twitter 08796416,19,30
451250774,tw_51250774,Twitter 51250774,33,88
164374216,tw_64374216,Twitter 64374216,3,41
15758036,tw_15758036,Twitter 15758036,11,39
486930916,tw_86930916,Twitter 86930916,3,1
518403776,tw_18403776,Twitter 18403776,15,47
26511852,tw_26511852,Twitter 26511852,28,43
14948898,tw_14948898,Twitter 14948898,18,11
6149912,tw_6149912,Twitter 6149912,17,50
84563846,tw_84563846,Twitter 84563846,9,6
62050341,tw_62050341,Twitter 62050341,59,54
377537266,tw_77537266,Twitter 77537266,0,7
35399002,tw_35399002,Twitter 35399002,9,35
17711130,tw_17711130,Twitter 17711130,8,15
20637608,tw_20637608,Twitter 20637608,37,69
25534013,tw_25534013,Twitter 25534013,12,20
103365202,tw_03365202,Twitter 03365202,14,30
107145088,tw_07145088,Twitter 07145088,12,12
369130833,tw_69130833,Twitter 69130833,1,5
384438627,tw_84438627,Twitter 84438627,4,4
43115008,tw_43115008,Twitter 43115008,6,8
350072433,tw_50072433,Twitter 50072433,3,6
117901353,tw_17901353,Twitter 17901353,18,36
13382652,tw_13382652,Twitter 13382652,18,62
193330103,tw_93330103,Twitter 93330103,5,14
6815302,tw_6815302,Twitter 6815302,8,3
67728650,tw_67728650,Twitter 67728650,12,7
20015787,tw_20015787,Twitter 20015787,11,11
21626287,tw_21626287,Twitter 21626287,2,4
299715516,tw_99715516,Twitter 99715516,12,25
37291805,tw_37291805,Twitter 37291805,54,9
3527151,tw_3527151,Twitter 3527151,4,9
221005623,tw_21005623,Twitter 21005623,11,13
14192988,tw_14192988,Twitter 14192988,6,6
18121777,tw_18121777,Twitter 18121777,16,31
17909306,tw_17909306,Twitter 17909306,87,59
70160230,tw_70160230,Twitter 70160230,16,9
37899473,tw_37899473,Twitter 37899473,0,1
44860919,tw_44860919,Twitter 44860919,12,54
14575107,tw_14575107,Twitter 14575107,120,23
224424715,tw_24424715,Twitter 24424715,2,1
56026822,tw_56026822,Twitter 56026822,7,8
141089076,tw_41089076,Twitter 41089076,6,19
17874544,tw_17874544,Twitter 17874544,17,3
93932193,tw_93932193,Twitter 93932193,11,15
254610699,tw_54610699,Twitter 54610699,7,9
20106337,tw_20106337,Twitter 20106337,7,4
29654458,tw_29654458,Twitter 29654458,12,4
299715714,tw_99715714,Twitter 99715714,11,61
167552021,tw_67552021,Twitter 67552021,4,7
48415669,tw_48415669,Twitter 48415669,2,1
293501590,tw_93501590,Twitter 93501590,1,1
18462653,tw_18462653,Twitter 18462653,20,36
105150583,tw_05150583,Twitter 05150583,0,8
7377812,tw_7377812,Twitter 7377812,20,53
144751388,tw_44751388,Twitter 44751388,3,4
48504743,tw_48504743,Twitter 48504743,4,3
27090278,tw_27090278,Twitter 27090278,3,9
460212241,tw_60212241,Twitter 60212241,2,2
13787402,tw_13787402,Twitter 13787402,23,15
185910976,tw_85910976,Twitter 85910976,18,30
53282345,tw_53282345,Twitter 53282345,5,6
25355724,tw_25355724,Twitter 25355724,1,7
240944206,tw_40944206,Twitter 40944206,4,14
18602163,tw_18602163,Twitter 18602163,7,10
113152697,tw_13152697,Twitter 13152697,2,2
15712979,tw_15712979,Twitter 15712979,12,14
1471341,tw_1471341,Twitter 1471341,4,0
94882498,tw_94882498,Twitter 94882498,1,3
18462729,tw_18462729,Twitter 18462729,22,22
113415132,tw_13415132,Twitter 13415132,7,5
166729867,tw_66729867,Twitter 66729867,0,4
5920812,tw_5920812,Twitter 5920812,4,2
19548146,tw_19548146,Twitter 19548146,2,10
24216951,tw_24216951,Twitter 24216951,28,8
8005492,tw_8005492,Twitter 8005492,33,14
182157590,tw_82157590,Twitter 82157590,1,1
32995184,tw_32995184,Twitter 32995184,13,15
78502161,tw_78502161,Twitter 78502161,27,16
14807898,tw_14807898,Twitter 14807898,44,34
104540083,tw_04540083,Twitter 04540083,9,6
252770012,tw_52770012,Twitter 52770012,38,46
23484510,tw_23484510,Twitter 23484510,5,4
20574354,tw_20574354,Twitter 20574354,17,24
209976821,tw_09976821,Twitter 09976821,3,3
160053476,tw_60053476,Twitter 60053476,31,37
293850289,tw_93850289,Twitter 93850289,3,0
132249368,tw_32249368,Twitter 32249368,16,9
22412950,tw_22412950,Twitter 22412950,33,4
42057383,tw_42057383,Twitter 42057383,26,12
20908109,tw_20908109,Twitter 20908109,42,39
53477757,tw_53477757,Twitter 53477757,1,6
104989762,tw_04989762,Twitter 04989762,42,7
15901190,tw_15901190,Twitter 15901190,28,4
285272807,tw_85272807,Twitter 85272807,10,12
1468951,tw_1468951,Twitter 1468951,38,20
16503181,tw_16503181,Twitter 16503181,8,6
48180446,tw_48180446,Twitter 48180446,7,10
334720386,tw_34720386,Twitter 34720386,4,5
256889809,tw_56889809,Twitter 56889809,17,41
277307787,tw_77307787,Twitter 77307787,6,5
190752867,tw_90752867,Twitter 90752867,4,0
1452261,tw_1452261,Twitter 1452261,32,42
139162440,tw_39162440,Twitter 39162440,21,15
14944532,tw_14944532,Twitter 14944532,12,7
71606873,tw_71606873,Twitter 71606873,17,5
95980722,tw_95980722,Twitter 95980722,9,13
73731253,tw_73731253,Twitter 73731253,9,1
27531390,tw_27531390,Twitter 27531390,16,4
215719802,tw_15719802,Twitter 15719802,1,4
123371682,tw_23371682,Twitter 23371682,93,91
11627,tw_11627,Twitter 11627,4,4
155976326,tw_55976326,Twitter 55976326,39,10
107418464,tw_07418464,Twitter 07418464,1,8
28202547,tw_28202547,Twitter 28202547,58,24
326659062,tw_26659062,Twitter 26659062,17,40
25702003,tw_25702003,Twitter 25702003,8,17
16573941,tw_16573941,Twitter 16573941,8,6
30894668,tw_30894668,Twitter 30894668,4,10
135752012,tw_35752012,Twitter 35752012,1,2
273149543,tw_73149543,Twitter 73149543,21,0
143313712,tw_43313712,Twitter 43313712,0,1
101859065,tw_01859065,Twitter 01859065,28,7
172883064,tw_72883064,Twitter 72883064,73,80
114885858,tw_14885858,Twitter 14885858,4,0
24004172,tw_24004172,Twitter 24004172,24,20
15023872,tw_15023872,Twitter 15023872,36,9
103661402,tw_03661402,Twitter 03661402,16,29
161717890,tw_61717890,Twitter 61717890,2,2
71273952,tw_71273952,Twitter 71273952,16,7
7860742,tw_7860742,Twitter 7860742,29,40
563031699,tw_63031699,Twitter 63031699,1,7
197134784,tw_97134784,Twitter 97134784,4,2
200214366,tw_00214366,Twitter 00214366,24,25
16038438,tw_16038438,Twitter 16038438,111,136
14169740,tw_14169740,Twitter 14169740,18,20
412490506,tw_12490506,Twitter 12490506,26,11
32372834,tw_32372834,Twitter 32372834,30,34
15962096,tw_15962096,Twitter 15962096,42,1
104585489,tw_04585489,Twitter 04585489,40,33
236719823,tw_36719823,Twitter 36719823,7,11
157055308,tw_57055308,Twitter 57055308,19,4
52758395,tw_52758395,Twitter 52758395,12,17
259984745,tw_59984745,Twitter 59984745,5,21
124746917,tw_24746917,Twitter 24746917,11,11
1478151,tw_1478151,Twitter 1478151,6,15
182028677,tw_82028677,Twitter 82028677,8,0
28719244,tw_28719244,Twitter 28719244,23,16
21413,tw_21413,Twitter 21413,1,1
116321125,tw_16321125,Twitter 16321125,18,26
208105146,tw_08105146,Twitter 08105146,3,4
15224867,tw_15224867,Twitter 15224867,27,0
17675120,tw_17675120,Twitter 17675120,25,27
51421542,tw_51421542,Twitter 51421542,36,22
20187478,tw_20187478,Twitter 20187478,3,7
39234189,tw_39234189,Twitter 39234189,31,44
14683518,tw_14683518,Twitter 14683518,12,14
118975084,tw_18975084,Twitter 18975084,34,45
203279955,tw_03279955,Twitter 03279955,8,16
17064514,tw_17064514,Twitter 17064514,0,1
261447035,tw_61447035,Twitter 61447035,23,8
382267114,tw_82267114,Twitter 82267114,1,1
69314323,tw_69314323,Twitter 69314323,18,17
19390810,tw_19390810,Twitter 19390810,67,55
49164309,tw_49164309,Twitter 49164309,27,40
364971269,tw_64971269,Twitter 64971269,17,28
4841921,tw_4841921,Twitter 4841921,7,7
19660870,tw_19660870,Twitter 19660870,71,5
102765423,tw_02765423,Twitter 02765423,6,3
60649803,tw_60649803,Twitter 60649803,12,35
9199472,tw_9199472,Twitter 9199472,18,30
1975721,tw_1975721,Twitter 1975721,18,21
122402280,tw_22402280,Twitter 22402280,19,13
55019225,tw_55019225,Twitter 55019225,6,0
143244854,tw_43244854,Twitter 43244854,18,11
10228272,tw_10228272,Twitter 10228272,55,8
25100180,tw_25100180,Twitter 25100180,6,2
7846,tw_7846,Twitter 7846,8,5
23483324,tw_23483324,Twitter 23483324,9,8
64744489,tw_64744489,Twitter 64744489,0,1
188841274,tw_88841274,Twitter 88841274,3,3
242517958,tw_42517958,Twitter 42517958,0,1
74178227,tw_74178227,Twitter 74178227,8,8
76774950,tw_76774950,Twitter 76774950,12,7
24083901,tw_24083901,Twitter 24083901,4,1
18313840,tw_18313840,Twitter 18313840,12,14
108627997,tw_08627997,Twitter 08627997,0,4
226584424,tw_26584424,Twitter 26584424,9,6
2904691,tw_2904691,Twitter 2904691,10,4
131663151,tw_31663151,Twitter 31663151,4,16
28420827,tw_28420827,Twitter 28420827,33,8
158283753,tw_58283753,Twitter 58283753,11,7
31335068,tw_31335068,Twitter 31335068,3,0
59925522,tw_59925522,Twitter 59925522,5,5
19693287,tw_19693287,Twitter 19693287,13,11
7098022,tw_7098022,Twitter 7098022,29,24
38740909,tw_38740909,Twitter 38740909,42,30
41290988,tw_41290988,Twitter 41290988,0,1
19195914,tw_19195914,Twitter 19195914,37,94
20621747,tw_20621747,Twitter 20621747,11,0
526921548,tw_26921548,Twitter 26921548,1,4
116498875,tw_16498875,Twitter 16498875,68,44
410136449,tw_10136449,Twitter 10136449,7,4
19725644,tw_19725644,Twitter 19725644,111,16
11067992,tw_11067992,Twitter 11067992,1,2
501724209,tw_01724209,Twitter 01724209,11,16
16562955,tw_16562955,Twitter 16562955,8,20
116550950,tw_16550950,Twitter 16550950,18,22
283995054,tw_83995054,Twitter 83995054,0,2
218946982,tw_18946982,Twitter 18946982,2,1
9142362,tw_9142362,Twitter 9142362,7,9
259150636,tw_59150636,Twitter 59150636,9,16
58309829,tw_58309829,Twitter 58309829,26,16
24482886,tw_24482886,Twitter 24482886,14,14
23799349,tw_23799349,Twitter 23799349,9,28
406628822,tw_06628822,Twitter 06628822,36,68
277510682,tw_77510682,Twitter 77510682,7,8
678953,tw_678953,Twitter 678953,40,48
16500800,tw_16500800,Twitter 16500800,2,0
36584174,tw_36584174,Twitter 36584174,8,36
5697472,tw_5697472,Twitter 5697472,5,7
538698377,tw_38698377,Twitter 38698377,2,4
14912435,tw_14912435,Twitter 14912435,16,5
55656369,tw_55656369,Twitter 55656369,11,3
4126501,tw_4126501,Twitter 4126501,10,19
30180137,tw_30180137,Twitter 30180137,23,41
288452305,tw_88452305,Twitter 88452305,4,1
16870853,tw_16870853,Twitter 16870853,6,9
11447852,tw_11447852,Twitter 11447852,10,11
34684258,tw_34684258,Twitter 34684258,7,16
63858347,tw_63858347,Twitter 63858347,9,4
16331450,tw_16331450,Twitter 16331450,8,35
48024605,tw_48024605,Twitter 48024605,16,18
78106465,tw_78106465,Twitter 78106465,0,14
39601084,tw_39601084,Twitter 39601084,41,45
15666380,tw_15666380,Twitter 15666380,132,61
18963070,tw_18963070,Twitter 18963070,17,7
324544865,tw_24544865,Twitter 24544865,9,8
156436972,tw_56436972,Twitter 56436972,5,4
49520939,tw_49520939,Twitter 49520939,3,6
285312927,tw_85312927,Twitter 85312927,36,40
49104918,tw_49104918,Twitter 49104918,6,19
103130238,tw_03130238,Twitter 03130238,56,18
25235187,tw_25235187,Twitter 25235187,5,0
240405879,tw_40405879,Twitter 40405879,3,4
34868965,tw_34868965,Twitter 34868965,24,7
342943472,tw_42943472,Twitter 42943472,12,16
352035443,tw_52035443,Twitter 52035443,7,17
15465769,tw_15465769,Twitter 15465769,9,11
290656947,tw_90656947,Twitter 90656947,9,18
15165493,tw_15165493,Twitter 15165493,39,33
46678012,tw_46678012,Twitter 46678012,35,65
16801904,tw_16801904,Twitter 16801904,7,34
47041310,tw_47041310,Twitter 47041310,0,1
22940219,tw_22940219,Twitter 22940219,13,0
248319608,tw_48319608,Twitter 48319608,9,30
18720204,tw_18720204,Twitter 18720204,17,19
16302651,tw_16302651,Twitter 16302651,34,16
197504076,tw_97504076,Twitter 97504076,30,78
12040102,tw_12040102,Twitter 12040102,19,9
32418640,tw_32418640,Twitter 32418640,1,1
4620451,tw_4620451,Twitter 4620451,87,20
190143588,tw_90143588,Twitter 90143588,7,14
14322279,tw_14322279,Twitter 14322279,0,1
42950930,tw_42950930,Twitter 42950930,25,36
9917652,tw_9917652,Twitter 9917652,47,1
33852508,tw_33852508,Twitter 33852508,20,17
24919888,tw_24919888,Twitter 24919888,5,9
28149277,tw_28149277,Twitter 28149277,17,0
48370736,tw_48370736,Twitter 48370736,19,33
41676731,tw_41676731,Twitter 41676731,6,11
143172151,tw_43172151,Twitter 43172151,3,14
57333800,tw_57333800,Twitter 57333800,11,10
146556805,tw_46556805,Twitter 46556805,7,7
110756260,tw_10756260,Twitter 10756260,34,8
342443894,tw_42443894,Twitter 42443894,4,12
439788025,tw_39788025,Twitter 39788025,63,85
222563776,tw_22563776,Twitter 22563776,0,10
58714972,tw_58714972,Twitter 58714972,40,42
22931893,tw_22931893,Twitter 22931893,29,31
15102849,tw_15102849,Twitter 15102849,35,75
14326533,tw_14326533,Twitter 14326533,21,5
222482019,tw_22482019,Twitter 22482019,1,0
128353178,tw_28353178,Twitter 28353178,5,15
17627996,tw_17627996,Twitter 17627996,9,2
44409315,tw_44409315,Twitter 44409315,33,44
28846498,tw_28846498,Twitter 28846498,17,20
474589602,tw_74589602,Twitter 74589602,13,4
390811153,tw_90811153,Twitter 90811153,8,4
93750955,tw_93750955,Twitter 93750955,8,4
19793454,tw_19793454,Twitter 19793454,7,9
194171761,tw_94171761,Twitter 94171761,3,0
72156360,tw_72156360,Twitter 72156360,15,21
12925,tw_12925,Twitter 12925,6,4
299413847,tw_99413847,Twitter 99413847,7,0
73475968,tw_73475968,Twitter 73475968,10,15
17293897,tw_17293897,Twitter 17293897,11,0
1044771,tw_1044771,Twitter 1044771,32,32
189376144,tw_89376144,Twitter 89376144,9,3
117018840,tw_17018840,Twitter 17018840,13,37
134940306,tw_34940306,Twitter 34940306,61,106
22397455,tw_22397455,Twitter 22397455,26,26
107845146,tw_07845146,Twitter 07845146,17,7
298757008,tw_98757008,Twitter 98757008,40,39
5768872,tw_5768872,Twitter 5768872,28,18
20408557,tw_20408557,Twitter 20408557,0,1
48282037,tw_48282037,Twitter 48282037,1,5
256436661,tw_56436661,Twitter 56436661,1,15
116952434,tw_16952434,Twitter 16952434,33,35
63485337,tw_63485337,Twitter 63485337,33,14
105259389,tw_05259389,Twitter 05259389,4,4
206416476,tw_06416476,Twitter 06416476,23,24
14327715,tw_14327715,Twitter 14327715,22,23
283612037,tw_83612037,Twitter 83612037,5,4
97324177,tw_97324177,Twitter 97324177,1,3
224809136,tw_24809136,Twitter 24809136,17,48
61065794,tw_61065794,Twitter 61065794,27,34
276577539,tw_76577539,Twitter 76577539,46,51
101496725,tw_01496725,Twitter 01496725,3,3
1046661,tw_1046661,Twitter 1046661,22,0
42439773,tw_42439773,Twitter 42439773,8,12
30364057,tw_30364057,Twitter 30364057,46,7
203623462,tw_03623462,Twitter 03623462,13,9
16889060,tw_16889060,Twitter 16889060,17,28
31353077,tw_31353077,Twitter 31353077,47,7
28478859,tw_28478859,Twitter 28478859,29,27
155613846,tw_55613846,Twitter 55613846,4,1
24866186,tw_24866186,Twitter 24866186,7,27
210731960,tw_10731960,Twitter 10731960,24,25
17225211,tw_17225211,Twitter 17225211,5,3
120943272,tw_20943272,Twitter 20943272,11,2
96824115,tw_96824115,Twitter 96824115,7,24
61430272,tw_61430272,Twitter 61430272,8,6
176904762,tw_76904762,Twitter 76904762,1,3
7593252,tw_7593252,Twitter 7593252,1,1
93704586,tw_93704586,Twitter 93704586,8,8
24585498,tw_24585498,Twitter 24585498,34,11
322603418,tw_22603418,Twitter 22603418,1,2
304649218,tw_04649218,Twitter 04649218,7,78
35918787,tw_35918787,Twitter 35918787,14,24
117533865,tw_17533865,Twitter 17533865,9,8
21639792,tw_21639792,Twitter 21639792,2,3
16245822,tw_16245822,Twitter 16245822,25,4
23739721,tw_23739721,Twitter 23739721,17,64
351671009,tw_51671009,Twitter 51671009,52,46
15888142,tw_15888142,Twitter 15888142,40,8
14957302,tw_14957302,Twitter 14957302,0,3
174357608,tw_74357608,Twitter 74357608,9,4
2260771,tw_2260771,Twitter 2260771,15,29
433691110,tw_33691110,Twitter 33691110,2,6
76805362,tw_76805362,Twitter 76805362,2,17
375759378,tw_75759378,Twitter 75759378,15,6
323405569,tw_23405569,Twitter 23405569,3,5
317967511,tw_17967511,Twitter 17967511,34,33
5380672,tw_5380672,Twitter 5380672,26,33
313091751,tw_13091751,Twitter 13091751,9,4
24591819,tw_24591819,Twitter 24591819,11,39
271602109,tw_71602109,Twitter 71602109,4,11
259842341,tw_59842341,Twitter 59842341,101,111
43275782,tw_43275782,Twitter 43275782,1,1
145845459,tw_45845459,Twitter 45845459,54,35
18598585,tw_18598585,Twitter 18598585,16,29
14506253,tw_14506253,Twitter 14506253,35,22
7804612,tw_7804612,Twitter 7804612,13,11
100378864,tw_00378864,Twitter 00378864,12,17
362286999,tw_62286999,Twitter 62286999,25,10
110331040,tw_10331040,Twitter 10331040,4,2
23206141,tw_23206141,Twitter 23206141,6,12
811377,tw_811377,Twitter 811377,2,0
63145571,tw_63145571,Twitter 63145571,10,5
4556941,tw_4556941,Twitter 4556941,3,3
247031120,tw_47031120,Twitter 47031120,16,19
15625713,tw_15625713,Twitter 15625713,3,28
82853372,tw_82853372,Twitter 82853372,37,20
331937605,tw_31937605,Twitter 31937605,7,23
146155608,tw_46155608,Twitter 46155608,90,12
60746953,tw_60746953,Twitter 60746953,2,9
18742076,tw_18742076,Twitter 18742076,15,10
309366491,tw_09366491,Twitter 09366491,37,20
22749816,tw_22749816,Twitter 22749816,10,13
26597332,tw_26597332,Twitter 26597332,7,1
312284236,tw_12284236,Twitter 12284236,5,21
40974224,tw_40974224,Twitter 40974224,23,24
306373272,tw_06373272,Twitter 06373272,1,8
337952973,tw_37952973,Twitter 37952973,35,41
23831909,tw_23831909,Twitter 23831909,5,8
36618690,tw_36618690,Twitter 36618690,6,7
7712232,tw_7712232,Twitter 7712232,6,8
19695915,tw_19695915,Twitter 19695915,3,4
111164068,tw_11164068,Twitter 11164068,16,21
199998684,tw_99998684,Twitter 99998684,10,12
17586739,tw_17586739,Twitter 17586739,23,40
115044590,tw_15044590,Twitter 15044590,31,1
309064372,tw_09064372,Twitter 09064372,21,30
16092470,tw_16092470,Twitter 16092470,6,11
20057044,tw_20057044,Twitter 20057044,5,8
125481462,tw_25481462,Twitter 25481462,14,3
275081385,tw_75081385,Twitter 75081385,0,2
250588578,tw_50588578,Twitter 50588578,19,9
297595216,tw_97595216,Twitter 97595216,5,9
17928329,tw_17928329,Twitter 17928329,1,1
18980276,tw_18980276,Twitter 18980276,18,3
229531808,tw_29531808,Twitter 29531808,0,4
345707398,tw_45707398,Twitter 45707398,0,1
54611487,tw_54611487,Twitter 54611487,6,18
15473413,tw_15473413,Twitter 15473413,30,29
111990504,tw_11990504,Twitter 11990504,3,5
89728799,tw_89728799,Twitter 89728799,0,5
33249457,tw_33249457,Twitter 33249457,28,32
14111650,tw_14111650,Twitter 14111650,17,23
21447363,tw_21447363,Twitter 21447363,36,1
149538028,tw_49538028,Twitter 49538028,75,73
130897520,tw_30897520,Twitter 30897520,58,58
14050306,tw_14050306,Twitter 14050306,3,7
25042112,tw_25042112,Twitter 25042112,20,12
14503124,tw_14503124,Twitter 14503124,36,12
14743923,tw_14743923,Twitter 14743923,8,17
18208354,tw_18208354,Twitter 18208354,2,1
14425825,tw_14425825,Twitter 14425825,32,6
18488495,tw_18488495,Twitter 18488495,3,13
31331740,tw_31331740,Twitter 31331740,112,8
25995437,tw_25995437,Twitter 25995437,13,18
8069202,tw_8069202,Twitter 8069202,1,0
262230710,tw_62230710,Twitter 62230710,3,1
14430816,tw_14430816,Twitter 14430816,19,26
75670153,tw_75670153,Twitter 75670153,6,0
69373005,tw_69373005,Twitter 69373005,7,13
6269452,tw_6269452,Twitter 6269452,2,3
31808762,tw_31808762,Twitter 31808762,23,79
244293586,tw_44293586,Twitter 44293586,2,2
40208725,tw_40208725,Twitter 40208725,0,3
128804564,tw_28804564,Twitter 28804564,5,6
52852957,tw_52852957,Twitter 52852957,10,10
101362168,tw_01362168,Twitter 01362168,11,15
274663230,tw_74663230,Twitter 74663230,21,9
2811851,tw_2811851,Twitter 2811851,6,26
102277764,tw_02277764,Twitter 02277764,1,2
56814021,tw_56814021,Twitter 56814021,57,83
38682272,tw_38682272,Twitter 38682272,10,6
239144776,tw_39144776,Twitter 39144776,12,37
184030284,tw_84030284,Twitter 84030284,0,1
18569484,tw_18569484,Twitter 18569484,43,73
25026165,tw_25026165,Twitter 25026165,38,36
143129592,tw_43129592,Twitter 43129592,7,4
93031021,tw_93031021,Twitter 93031021,8,14
30800984,tw_30800984,Twitter 30800984,2,4
156125022,tw_56125022,Twitter 56125022,2,9
19136295,tw_19136295,Twitter 19136295,6,8
17092862,tw_17092862,Twitter 17092862,10,9
16908436,tw_16908436,Twitter 16908436,30,18
137483278,tw_37483278,Twitter 37483278,10,12
29123186,tw_29123186,Twitter 29123186,87,20
259379883,tw_59379883,Twitter 59379883,23,0
1118781,tw_1118781,Twitter 1118781,47,39
157829215,tw_57829215,Twitter 57829215,94,110
783214,tw_783214,Twitter 783214,43,2
70915358,tw_70915358,Twitter 70915358,2,10
767809,tw_767809,Twitter 767809,6,2
20436922,tw_20436922,Twitter 20436922,13,6
350939079,tw_50939079,Twitter 50939079,2,6
43219574,tw_43219574,Twitter 43219574,27,0
47495471,tw_47495471,Twitter 47495471,33,40
16624180,tw_16624180,Twitter 16624180,25,18
115965772,tw_15965772,Twitter 15965772,5,12
480595611,tw_80595611,Twitter 80595611,7,19
25615305,tw_25615305,Twitter 25615305,13,25
17681513,tw_17681513,Twitter 17681513,56,57
101882558,tw_01882558,Twitter 01882558,6,10
82932942,tw_82932942,Twitter 82932942,3,2
